ids	class label
3 3767 5 191 437 10 230 50 1 561 1874 19 5 1 557 640 19 2 1 103 190 3 165 86 1223 1 882 8 5 587 1 1721 1109 142 916 2596 3 68 115 101 50 1 100 46 25 49 179 59 16 49 142 916 8 219 43 1014 543 742 62 985 452 6 330 24 3498 35 1 171 678 428 31 33 3 108 18 6922 1 926 4 177 16 1 513 32 240 2 1 573 8 27 312 49 1747 290 47 22 2372 1 420 2 49 680 96 15 1 1039 143 2 7 349 1 1093 746 143 335 38 3 75 172 64 11 191 144 1 1721 1109 73 35 45 7 1 103 261 3 52	5
36 39 1843 253 38 13 26 224 10 58 885 46 825 12 9 329 5 167 99 44 18 73 268 23 6 3 70 77 12 18 23 1369 873 5713 431 1 800 437 23 223 6244 2 0 125 20 267 49 1262 10 0 7 1877	4
3 75 4341 12 3 562 22 313 4 294 10 17 29 405 3 68 627 44 10 4 27 152 2 3 68 115 66 422 15 1 31 81 34 8 17 45 54 16 6 8 83 6 8 1609 41 3 75 472 15 12 6 2670 40 6 8 56 1413 12 121 638 1 201 26 27 1 2671 26 27 2 6 19 42 300 5 410 11 1 0 152 835 1 4892 2098 173 250 3 68 471 44 79 25 4 27 54 15 62 1777 27 184 3 75 4 2319 10 1 0 15 128 2 4 193 7 3131 2221 13 104 60 282 30 1 572 294 1778 3 56 108 12 19 1 171 2006 362 7 17 29 56 52 157 317	5
21 32 611 30 1 3499 2862 373 11 541 2 318 5 52 10 347 288 5 2535 58 54 153 3035 14 1434 118 30 1 882 3 933 41 14 6245 2 4576 347 288 6 471 51 200 486 11 1 183 2 21 1120 2597 3240 65 8 4 133 2420 297 33 1634 61 23 6 34 8 72 313 1147 1591 5714 2 21 571 51 125 974 20 1 9009 1 3376 3768 7 1 2597 3240 28 3 4342 144 2 21 136 51 15 3635 6 215 22 1634 93 39 16 58 347 288 1504 2949 30 230 5 423 90 5 55 810 997 4601 11 3635 24 69 32 1 566 149 2 132 16 1 236 8 586 33 81 141 7 90 274 25 4 3500 4899 6923 2598 2 55 876 623 8 392 87 406 21 39 336 55 1357 45 1896 1067 8 1 885 9010 5267 14 903 338 20 166 2598 1 3132 2094 18 894 8 1296 3635 8 4 203 559 689 10 1 453	5
3 105 579 3769 9011 32 1554 11 1 388 3 312 49 31 3 8 1067 5 155 84 168 2 776 5 157 1 31 144 21 2144 1 29 2 6 2373 37 0 1160 6 9 245 21 1175 5 1 100 2 698 183 316 950 41 49 184 101 2 474 159 21 95 55 31 94 568 3 95 1 4602 96 184 193 0 330 2 207 1 143 11 1 4602 8 756 7 750 3 579 1 143 8 2320 1 0 330 3 111 158 8 1 1388 131 810 272 3 8 762 28 3 527 6	2
3 23 951 6246 1072 50 0 6924 20 2 118 10 515 249 2 23 733 1298 10 199 230 41 4143 9 4 819 1048 4 618 7822 3133 2 522 1 7822 5 35 418 24 2374 86 24 726 17 1878 5 1819 2 4343 2 23 300 0 0 615	5
610 1615 367 6 144 1 821 648 9 4900 13 47 251 238 1 3501 7 39 7 1 566 1 648 9 996 37 821 648 9 1077 5 35 16 24 1053 30 39 3 70 312 1 822 912 2 1 114 8 43 109 2 78 13 56 220 37 4 2057 589 11 1 460 11 4 203 914 11 3502	5
14 103 259 5 214 3134 2 53 3 8 400 14 103 275 8 281 117 3 147 28 222 5 140 44 3 2470 4 133 7 49 347 6247 2 296 40 427 13 39 132 11 1137 1 1572 1520 347 288 8 132 6 747 37 149 1572 83 48 17 6 9 59 8 409 2 109 21 95 11 127 153 4 1596 2 296 40 427 13 1 114 32 469 5 2058 6 37 2863 274 7 49 347 6247 26 821 2 13 47 42 238 1 77 790 188 274 45 13 47 427 126 3770 18 26 7 49 3248 3 2321 52 188 1 1358 7 347 288 18 23 16 47 427 13 12 841 13 569 13 73 77 416 20 159 232 40 450 221 5 48 34 50 2049 2 317 4 3771 46 711 86 695 4 2266 2 71 22 6248 10 150 249 37 3 117	5
1258 17 186 9 823 3377	1
21 136 44 609 501 10 4 355 244 55 266 8 9012 92 8 43 563 2 21 25 4 36 184 1 100 9 28 1597 15 175 175 486 3 95 0 643 2059 2 14 905 25 4 856 1722 15 555 2 767 18 32 195 1296 49 555 26 3259 1 441 8 43 78 2 88 176 18 32 28 337 21 117 24 162 222 30 39 10 55 181 205 308 187 2 4 78 436 183 33 81 21 73 4344 140 64 44 598	5
56 78 5715 502 10 4 27 121 11 191 796 595 206 8 36	4
38 3 105 180 200 211 10 229 2 150 211 10 31 3 61 15 39 1 1879 7 321 4 0 3 477 8 1176 4 80 67 11 1 123 7 1138 2 9013 16 3 8 3503 15 195 13 47 48 4 97 120 218 185 404 30 0 2 4 97 120 253 7 1138 50 941 0 15 12 1463 17 29 9 271 1 9014 6 79 129 4144 4 2375 4345 3933 1535 2 173 82 842 7 441 12 4 0 105 77 818 19 0 2267 2060 4901 41 2 58 1201 0 7 0 0 363 340 9 685 44 380 1009 7 1 378 2 18 480 129 150 110 1405 38 4344 345 22 1242 362 7 1 484 2950 16 50 54 5 54 21 415 1485 11 224 10 55 1037 7823 7 981	3
1 172 0 100 1723 144 16 4 1059 131 6 4 332 499 3 73 1174 14 1202 1414 129 10 216 1059 9 281 21 112 11 17 960 150 907 1087 545 2187 1 1093 394 1321 60 3 116 22 37 8 12 14 855 545 117 24 23 1158 11 6 6 8 42 4 1040 2 279 545 15 986 3 71 22 104 126 45 522 1 536 794 11 49 545 16 6 9 24 74 698 4 855 545 1 207 2 4603 1371 44 79 85 66 4 0 321 4 2099 46 67 2322 9 987 2061 3 86 37 1 433 34 34 9 0 143 11 1068 5 1 334 2 365 0 2 3 70 37 12 1 1049 26 24 987 33 178 33 256 30 1200 1 91 632 17 54 9 48 11 153 653 1107 35 843 10 4 222 222 424	3
1 1414 44 26 28 109 1 963 13 447 11 1 404 13 151 44 4 1672 1199 5 1464 2 38 13 506 5 157 3135 2100 13 151 268 939 6 173 133 2222 3 77 408 44 5 3135 18 23 467 7 1049 2 1535 12 1199 6 2 1 114 7 349 367 24 376 126 222 13 410 31 9 332 34 26 120 7824 11 1389 16 3 47 135 12 49 1050 2 683 26 226 429	4
3 239 0 53 14 320 8 11 292 316 336 49 184 18 23 4 1291 573 7 428 31 2 286 2 4 280 110 55 688 32 43 563 3 25 1 1505 1390 428 15 956 1322 65 9 148 94 327 6 25 4 78 270 5 6 2 228 7 4 690 5 147 1537 203 10 142 14 1372 56 336 166 2599 139 2 428 331 2 14 1434 387 1 6249 96 1 143 25 4 36 270 34 729 22 4 1088 7 428 357 11 977 260 3 165 135 17 45 9 4 43 1015 531	4
112 10 179 153 4 4604 553 20 4 1373 95 34 30 141 2 95 127 11 16 1 29 811 51 360 93 90 1 229 9 219 4 80 2536 283 913 188 197 1032 15 4 242 328 372 183 1 59 8 269 107 39 43 563 30 1 2471 1161 57 90 1403 1 184 16 1196 51 144 30 1 267 434 54 21 25 1 4346 15 6250 10 62 1820 65 8 219 2098 11 63 743 354 214 128 2 1 6250 8 37 326 599 851 1 964 32 27 16 24 60 3 699 53 3 939 836 616 1 566 32 2672 269 16 1 616 8 4 80 2188 2 1845 10 14 238 1615 148 2472 1 7825 20 130 16 10 1 999 7 162 2 269 7 31 670 2 59 3 61 2672 241 2673 3 1016 20 125 64 5 99 58 67 1357	4
0 958 19 69 519 379 2864 137 650 86 3 726 17 29 0 412 1574 46 447 51 69 2674 425 2674 0 349 1 507 1465 26 27 169 9 27 3 304 5 77 45 7 1 4347 13 48 4 295 545 666 279 2 489 10 605 394 650 1299 40 4145 2 445 40 5268 18 23 1771 2770 76 56 27 2 149 6251 2053 382 2 244 1465 969 169 44 9 27 1335 2015 46 4605	5
21 1028 198 378 1 866 685 90 4 187 7 1976 7 49 31 28 21 105 531 41 60 21 387 1 31 8 240 2 1 59 8 36 1 98 8 43 927 109	4
3 952 30 1 7826 10 4 222 621 2 112 5 7827 1073 10 4 1269 2 10 1 7828 2189 41 264 3 482 3 61 23 951 1977 7 1 1073 274 154 160 21 32 1466 30 1 1148 6 9 4 542 1073 414 6 9 786 1340 5 82 7829 3 68 66 5 18 451 942 5 173 2323 2 1 114 9 36 14 1269 8 2364 3 227 23 2537 1 791 1269 3 70 95 4 455 20 1 1269 333 4 1849 1262 160 18 117 24 480 145 3636 20 1899 1 494 3 117 24 180 84 141 211 9 83 18 5269 552 4 450 4902 5 63 59 1 201 32 578 323 5 1937 15	4
5716 223 4903 208 4903 81 361 3 111 4 3378 2 17 9 3378 1097 689 5717 69 45 24 36 156 44 2 6 8 391 59 0 296 19 42 135 34 9 4 187 5 104 57 223 2 42 83 384 9 11 4146 4904 396 22 633 18 138 4 141 752	4
10 4 704 46 98 11 1389 15 2675 11 1 420 17 29 56 396 22 2771 38 39 13 124 224 10 9 1057 2268 644 1041 558 2 859 158 6 151 1215 12 623 16 6 345 22 778 11 145 0 123 558 26 42 572 1047 253 7 931 9 27 1 6925 9 94 204 16 24 578 694 3 2376 6 19 42 34 5 2425 13 584 13 104 60 3 75 877 57 3 345 22 52 20 0 4 1042 7 381 979 46 1938 2101 12 86 1 277 190 15 558 208 2 859 303 472 3 73 0 2223 146 6252 4606 2 0 39 86 58 169 120 87 1880 558	2
240 59 2 31 336 363 340 20 328	5
351 163 196 150 2676 311 236 702 2 27 207 201 3 37 49 286 2 635 783 2 94 97 169 3 68 25 34 9 27 3 25 4 6253 398 57 129 867 505 2 6 8 170 6 19 127 185 5 1 1598 28 6 19 4 27 29 5 0 76	5
3 23 5 135 3 8 1341 641 74 17 29 53 3 103 491 1 2600 3 8 43 3752 6 9 11 6926 3 880 25 5 427 421 12 34 26 148 58 0 20 988 2 12 17 29 8 268 45 7 84 3 75 28 665 3 25 12 793 15 421 17 29 9 3934 188 4 36 80 183 7 1415 2 560 328 5718 197 1779 2 4 661 18 23 4 36 229 1 310 79 525 51 2190 1565 2 34 9 4 242 328 14 247 2 3 3254 188 45 7 1 6254 1405 2 131 2062 626 18 23 4 332 163 196 39 1342 26 216 129 118 2 208 9 129 640 118 21 571 51 315 58 223 2 4 253 7 9015 39 8 94 431 1 9015 215 22 1 91 3 23 172 25 16 34 8 4 78 253 2 6 8 94 210 21 25 1 2377 2 3504 132 126 105 13 52 468 1264 2 0 70 56 431 2377 2 448 65 3 116 22 99 2 1 6927 4 80 941 16 60 47 13 500 50 1416 51 1384 258 163 196 571 55 43 1323 2 458 266 306 90 12 10 406 21 105 48 4 752 7 223 2 199 106 7 9015 28 21 117 1177 281 24 6 19 1195 3379 3 8 69 1077 5 506 10 62 196 3 8 1374 2 6928 0 2 42 481 5 52 203 2 3 571 51 1466 10 354 515 374 33 6 95 5719 1 29 232 20 4 43 2538 2016 912 3 161 37 1 29 2 3 73 35 64 27 229 27 31 586 201 2 109 59	4
2865 537 294 0 3117 1467 298 11 1 926 436 10 4 2102 246 221 52 74 2 3 23 508 150 6929 575 15 41 7 59 2141 199 246 221 1055 2 72 2593 4147 6929 407 4 2102 21 23 4 576 2102 2 1 3136 9 42 1467 298 141 221 526 89 444 64 20 1 2102 2 21 412 246 1375 62 196 1 353 123 5 1 2473 1748 451 942 402 9016 86 24 1078 194 313 11 1 926 10 406 221 835 41 7 59 6929 1055 74	1
3 239 41 9017 19 442 10 142 2 3 105 24 607 1 514 7 1 142 10 1 438 6 8 4 36 852 3 275 1 231 8 4 80 1305 16 6 8 27 1 29 8 6255 16 1 377 618 8 618 329 3 61 161 52 144	4
3 77 77 77 3260 214 3 42 482 6 8 24 11 1076 6 19 4 80 177 3637 87 171 1268 1415 3 23 66 5 11 191 16 24 4 205 455 18 23 4 78 573 7 717 16 14 202 74 305 9 1821 2103 16 18 69 23 6 173 258 11 4 152	4
229 27 31 24 28 97 3 733 527 44 10 1 103 54 2 716 3 47 22 135 273 27 57 1 31 3 101 4 96 6256 206 2 699 4 204 900 3497 206 811 15 694 96 3137 15 741 2 1652 2 2668 15 972 149 794 60 3 95 8 305 50 60 3 699 1 857 231 8 63 738 2315 3505 3261 19 399 4148 1089 231 857 24 4 484 857 3935 310 8 58 2063 574 7830 96 2 53 3 135 2063 3 633 0 50 4 9018 7 5720 18 116 22 88 1897 5 338 1417 981 2 1109 20 17 806 252 1 6930 7 1 206 3262 7 1538 9019 2378 1416 897 150 1637 7 3638 760 2 58 2601 7 334 654 1256 7 1 794 25 66 1939 46 1060 303 34 8 70 58 949 6257 143 790 11 34 7831 10 270 16 3 23 115 385 273 28 2063 3 1324 12 731 0 79 67 270 2 0 87 17 143 140 20 0 367 63 989 88 238 60 444 41 7 1 460 552 58 270 5 63 31 13 105 496 15 981 149 1000 1468 635 1109 2 323 269 1113 808 6 19 56 24 12 329	2
9 6 226 1 556 10 4 0 2 600 206 50 0 0 1780 361	4
31 8 27 59 8 36 38 3 116 22 157 30 803 19 28 97 2591 1 564 3 61 161 52 64 16 160 408 64 5 1 90 175 67 82 357 5 99	4
17 29 9 2677 613 192 453 934 6 9 6 9 30 1076 2 3138 1230 24 11 1 3639 183	3
1051 10 62 572 349	2
71 22 52 5 2602 10 678 358 31 46 2603 59 13 151 35 422 52 5 2602 10 4 300 229 27 163 196 2 425 110 31 119 13 151 35 1139 2602 285 2191 1 307 93 4 204 154 30 1 1978 553 46 10 4 103 416 153 4 121 41 20 1 292 6 79 39 1 6931 31 3380 6932 2 4 242 253 7 2539	3
812 98 15 4 573 7 1032 1767 149 31 9 85 120 87 810 36 29 5 1781 2 793 15 63 181 9020	4
4 1391 224 110 11 1 882 3381 162 11 1 191 882 72 123 2061 24 4 797 255 32 39 1 212 3 3382 153 3 251 530 30 0 153 14 1376 5 1969 4 133 867 505 2 3 105 24 23 66 67 468 3 482 3 8 34 791 2 251 25 4 797 5 1343 58 7 49 685 335 65 1344 5 1278 2104 94 332 6 19 148 1 882 28 1016 20 953 1 219 201 7 246 4 208 483 16 30 324 13 47 722 63 1388 1376 54 1017 20 4 1247 2678 3037 835 3383 628 87 1 1850 2474 859 110 11 173 82 2473	4
366 77 9021 2 28 86 3 45 7 14 202 212 30 17 186 33 2475 5 1 615 7832 186 9 1 3772 5270 4149 748 145 7 1 5270 301 1098 0 6933 483 118 1 3263 2 4607 1 1719 15 1 0 9022 4608 1 0 2 4149 2 93 4 133 2222 12 1137 5270 73 2951 11 1 4149 15 4 80 1695 10 1 366	5
248 9 94 27 16 81 3 215 22 2952 15 1 670 46 1 5271 1 103 54 3 112 18 32 315 4 4609 723 2 1161 5 113 55 213 1 473 1 0 8 756 9023 70 3 1248 15 2269 1105 19 2953 3 462 11 2 316 671 2 4905 24 36 670 16 27 248	3
3 151 440 17 214 2 5 1 502 0 3 165 180 17 29 4 150 0 1469 5 2944 31 0 3 68 982 2 262 0 7833 2866 2093 98 81 5721 31 1 31 9 131 5 106 88 1 931 3 387 58 7 1 3384 5722 11 49 31 14 746 15 2954 2476 983 657 45 7 55 3385 257 10 459 143 2 18 43 3773 131 0 550 26 2674 197 10 1 236 316 30 55 181 7 636 101 4 1849 827 2 72 369 8 280 88 1 664 122 95 702 14 5723 8 5724 40 28 3 257 10 58 528 343 466 7 985 152 3 397 107 1 100 18 471 64 343 12 8 0 87 235 4906 302 1 347 2 3 8 4591 2017 12 17 9 60 18 25 16 3 1485 126 11 1 697 18 498 204 452 20 1 100 38 18 71 22 23 204 343 11 1 460 58 7 1 794 11 14 746 32 3139 108 0 509 39 11 39 1 270 7 1 31 8 27 16 216 711 7 279 2 216 141 1724 7 746 367 24 4 1696 1149 827 113 13 56 26 953 10 1 1697 2 391 59 38 3 25 4 264 1392 3 165 0 259 44 144 16 53 3 75 4907 4 428 1018 34 26 82 261 168 292 12 23 1777 36 31 302 1 7834	4
6258 79 36 31 109 114 2 4 355 328 1 244 100 9 1 91 11 629 260 6258 9 70 36 10 142 2 561 651 1 163 196 100 9 4 36 852 3 23 66 34 175 174 2 1 31 2 59 9 1231 287 1337	5
28 431 11 14 3918 14 1372 2 3 112 44 10 179 2 1 31 8 33 85 43 431 21 25 1 2772 476 326 2 1 975 204 1446 30 204 21 932 311 1 7 1 703 83 18 180 13 4 187 6 61 35 120 7 1 236 215 22 33 786 16 339 219 59 2 431 31 21 73 35 64 18 103 498 13 2773 4894 703 50 3936 5 6259 327 2772 2324 12 79 66 0 53 18 498 13 63 31 18 73 322 38 13 138 600 11 1 331 7 349 18 3764 6 11 435 7 13 11 1 5272 204 331 0 889 13 58 459 279 10 1 331 2 326 21 25 5 2192 5 52 2325 83 6 8 4 187 7 31 442 21 112 144 10 3140 19 154 2 55 320 1851 17 8 28 431 21 25 1 476 326 144 15 4331 1505 331 718 1130 0 3138 2 7835 15 279 1 7835 8 472 16 169 8 240 55 320 7 612 932 987 169 165 28 7836 125 5 140 64 598 267 17 29 41	5
1175 107 4610 19 13 68 66 2365 10 895 12 9 3 23 4 3141 15 4 1216 133 7 30 324 258 4 621 125 5 4610 19 10 49 895 2 321 4337 303 2 21 157 4 80 76 169 1245 17 621 176 53 21 112 5 2048 20 988 10 49 895 0 1 31 8 28 1470 27 12 21 251 1161 5 207 117 13 939 40 1161 5 207 160 6 8 55 103 54 34 21 101 4 573 7 486 3 25 1 1225 767 65 8 1698 5725 231 1099 15 659 1486 0 128 2 4 2955 193 51 600 2956 0 1356 274 601 2145 0 120 87 1 198 6 8 1 278 601 107 2 107 2 107 144 1 1486 25 4 78 80 1322 5 6 1 0 128 25 62 6934 5273 5 6 1 600 8 81 62 600 2 1 767 56 471 6 39 753 1286 2 6 8 242 3 1212 95 333 311 38 6 153 3 25 5 180 51 14 895 592 95 2048 19 147 20 593 767 5 35 1344 3 111 24 242 20 3386 103 190 11 1 501 293 3 61 23 9024 11 17 593 767 6 8 1039 24 1404 214 2 880 1594 11 14 743 3 101 4 456 2146 7837 30 1 2471 7 55 184 1087 4348 2 152 6 8 1539 15 1418 2146 4349 11 1 1090 7 14 2326 9025 3 707 2604 6 93 1 103 601 7 14 184 40 7838 273 11 4 2326 9025 3 104 3 220 4 177 37 1 0 0 122 42 6935 20 166 346 10 1 103 54 15 1 532 1172 16 3 75 806 4610 19 1246 40 0 51 15 182 532 1172 173 621 11 1 561 374 50 44 20 41	5
245 28 3 23 5 846 14 501 156 16 103 3 401 496 118 74 769 17 3 75 72 7839 1344 28 17 501 3 671 10 1575 14 2867 8 321 5726 768 2 34 8 72 123 3 165 113 6 5 230 12 19 472 10 3 0 54 17 501 10 124 888 14 2867 50 14 3774 3 1033 974 20 1150 661 6260 6936 34 19 4 409 556 1270 278 3 25 671 34 153 16 6 215 22 4 409 556 3 491 30 1 890 7 988 2 1150 661 24 1447 5 3372 1074 41 7 1575 3 1674 5 416 44 30 17 0 1371 3 933 51 5 1 2477 1575 2867 95 41 7 14 537 232 118 14 1575 5727 2 5728 10 1 1575 6261 69 119 3 1810 34 8 72 451 30 1 3264 994 1 604 1345 20 1 3264 182 5 1900 14 4350 2 496 888 650 3 275 6 19 28 1201 10 4 1371 5 1569 102 390 11 17 183 5 24 412 118 302 953 28 3 1971 1 5274 16 265 1061 3 712 3265 1 4350 3775 6 712 0 64 30 40 148 265 5 287 6 118 72 4908 3640 1 6261 8 1599 11 17 242 4611 3383 190 12 0 53 3 5729 2679 5 1 2058 3 25 115 508 273 37 6 904 14 1137 3264 8 0 51 3 933 14 537 51 5 1 185 45 12 19 53 3 491 6 17 1100 1203 37 62 0 2008 6262 3 3506 15 0 12 19 53 3 1725 13 5275 63 705 30 17 988 1203 46 9026 917 38 12 19 63 3387 2 119 52 64 5 63 3264 2270 2774 17 9 126 17 1371 908 28 3 117 42 12 3 7840 11 14 1575 3264 828 200 2 112 64 5 14 537 5 124 1271 1 2867 652 2868 30 17 502 3 1448 3 165 3264 228 1575 5 48 40 333 1 185 342 7 567 69 6 215 22 0 1 222 4611 6937 8 0 14 3641 5 4909 1 6261 51 5 14 1575 2867 2426 28 12 19 53 3 0 14 5730 2 5729 228 2679 5 3937 41 653 226 7 1575 119 3 124 2224 1 6261 20 189 0 2 462 64 5 1 1100 1203 10 14 2366 6 306 40 5 86 28 53 3 0 14 705 69 72 2366 136 41 3 7840 1 0 15 0 2 462 118 2147 0 1371 160 53 367 145 1575 1371 3642 50 194 233 3 75 28 304 5 451 30 1 3264 13 42 5275 63 705 1900 63 4350 3264 63 1575 748 63 2366 2 52 409 556 396 22 0 40 37 17 34 9 72 4611 6261 6937 11 14 123 0 3142 17 3 75 115 125 64 34 144 6263 182 9027 7 294 5731 323 661 15 4 150 7841 1901 1198 4 2 2605 4 81 0 1213 7 166 518 192 13 112 20 5 5732 15 0 315 131 1 6938 19 2 9028 19 5733 525 67 87 258 182 9027 7 294 70 79 432 0 2 9 469 5 0 2 1471 4 3938 86 0 291 212 15 4 0 5734 2 1576 58 633 0 428 5735	1
351 80 142 895 307 112 44 15 1 320 152 976 260 2 56 336 6 21 25 1 881 2098 65 8 132 15 49 9029 3143 128 1 3939 96 139 131 188 4 206 8 132 1 5276 2 6939 535 36 3 116 22 238 16 119 144 34 8 265 313 20 1 341 1306 1222 29 28 105 35 337 371 1817 374 330 445 46 99 2 587 62 118 54 59 8 245 215 22 273 264 16 1 31 8 56 560 2 131 10 4 56 560 80 142 307	5
1 130 44 9 43 27 16 3 61 6940 565 122 9 904 5 23 6 1482 5 108 584 49 1377 439 5 35 0 2 21 32 251 257 26 13 11 55 1243 4150 93 653 221 20 1 829 3 443 51 2 318 5 1186 1 141 533 1243 773 2 531 6 51 421 18 26 45 7 1 91 130 19 11 1 9030 183 16 38 13 26 125 5 52 5 4 29 12 3031 1 5277 10 49 785 4351 10 200 964 3 61 1007 0 11 17 183 17 9 55 473 54 429 84 103 8 157 11 2 137 531 51 3 61 1337 1 339 391 59 43 768 228 5 423 4 200 141 356 29 159 5 4 129	2
36 149 31 36 102 36 236 1284 63 381 1779	4
150 141 0 44 10 2957 20 4 1373 312 1 1697 708 7 4 0 529 220 21 101 39 1 702 2314 10 2957 742 1 1325 536 128 206 558 1226 2 1036 31 8 332 14 202 194 1 536 128 206 4 78 29 5 4151 159 15 27 801	4
28 3 672 1106 7 54 57 1 162 28 21 95 34 30 150 450 2 622 10 62 196 2 4 311 446 18 719 16 21 32 469 5 35 588 33 598 33 18 719 296 40 42 135 12 3 68 115 25 273 88 352 5 1 272 7 130 12 21 95 6 19 1151 3 492 241 1 3507 139 3266 2 1 4910 130 176 3 75 94 158 12 6 19 39 170 72 967 60 13 48	5
21 112 44 258 4 378 10 1 417 14 346 8 11 0 661 1 31 9 4 200 16 1 1979 26 4 141 6 8 4 311 1501 50 55 3508 2 28 21 61 447 34 2 447 64 5 230 118 1 242 550 17 9 1 69 98 11 14 656 192 3 105 1246 421 4 484 21 115 56 1881 15 1 1979 46 672 49 2531 16 18 85 672 60 3 276 3 116 22 23 5 106 18 85 443 40 343 15 72 347 72 1000 14 346 19 15 347 2 1000 443 40 14 5278 746 15 96 956 2 622 10 14 346 5 569 60 89 276 89 268 101 171 7 1 301 20 1 100 18 2478 14 279 38 3 1816 41 302 1023 55 623 85 136 5 3509 9031 10 179 67 174 87 3 47 579 21 112 284 584 10 142 16 354 85 10 179 14 346 5731 198 898 2 21 709 50 541 16 21 726 17 29 9032	5
122 396 22 37 2271 3 47 69 155 134 6904 45 86 24 52 20 4 621 6 9 918 777 13 52 53 6 3144 2 48 4152 34 409 134 13 69 23 134 102 11 63 6227 28 13 71 22 56 234 4 406 3510 874 7 1980 46 4 353 872 7 3249 46 0 82 87 12 6 19 4 36 29 5 1940 51 18 23 36 1157 20 171 810 770 99 1 39 1843 383 2479 36 1157 20 2775 343 2 4911 7 961 76 38 13 499 4 1540 2192 7 2148 1941 13 345 22 559 41 10 249 3 77 1 4352 2 243 6264 1599 4912 10 63 1069 18 140 11 4 1540 872 7 389 2869 46 4153 2 198 10 30 324 1393 725 18 23 27 1157 20 1302 4612 9033 2325 2 1648 7 1782 770 37 0 2 1124 350 2272 2 2540 1981 1 1326 79 58 27 386 76 3 71 22 1419 499 252 44 83 3 86 24 23 4 289 320 1942 86 3 23 1392 5 2018 175 102 3 939 1 252 1616 9 271 27 176 2 2271 285 79 1 2870 1575 168 76 6 19 285 354 246 1749 1197 119 1 2477 1575 1371 5 40 2 3 47 416 74 2271 20 14 123 203 50 230 137 38 13 124 611 2 13 4353 4 1782 587 1 1782 110 130 74 1 965 204 878 2 255 431 212 18 445 96 0 26 94 1506 28 192 309 47 13 1940 51 48 425 1575 2 48 4 1782 10 425 2271 6 19 226 1 3034 2 12 3034 522 13 82 6265 76 18 1687 2225 11 1 2958 173 898 38 13 71 22 23 4 705 13 227 48 45 2 267 6 41 3 607 18 69 2541 7842 1852 16 18 86 2541 4354 1852 2 917 7 349	4
641 17 29 370 22 823 74 137 112 44 258 53 3 103 426 125 5 1420 2 115 136 64 49 566 26 24 149 1435 252 747 237 2 0 18 56 234 5 3251 120 857 0 122 71 22 6941 5263 0 2 0 14 857 8 2606 1726 153 6 8 88 2149 5 40 880 74 1 54 3 95 6 5 1 181 6 8 1305 2 24 88 226 348	1
27 912 2 1151 186 18 161 230 81 15 4 289 475 246 4613 863 5 1 127 457 302 1023 122 522 77 12 272 7 59 2 24 258 24 258 117 1 59 102 445 145 7 55 475 580 472 472 4 1882 5736 7 870 2937 555 26 4 177 941 2 1750 1487 889 9 161 392 87 1140 12 182 1 383 2 350 32 36 33 32 3489 5 45 7 55 547 1 326 2 489 1095 26 242 846 15 129 46 150 637	3
3388 148 14 202 1114 11 1 731 2542 4614 1 1436 206 15 1751 2 1773 2 0 143 8 5 947 10 3 527 30 1 110 2 42 336 14 259 47 22 162 3940 3 47 447 44	5
7 39 1 2597 6266 3 68 66 5 11 14 656 11 2680 7843 2 137 615 17 9 1 3776 2 5279 186 3 68 66 5 3 477 12 19 60 1970 11 0 1 114 9 360 53 13 106 310 2 70 53 13 106 333 1 412 1574 3 105 157 96 2776 4615 2 0 39 1 54 3 75 163 5 363 28 352 5 17 186 2 317 39 1 355 2013 17 29 79 5 480	4
3 56 77 1 96 2 126 6 652 444 15 1783 1130 1 206 2105 3 70 77 1 1226 143 43 5737	5
3 25 3145 10 1 103 54 4 342 7 567 505 2 3 8 24 521 14 218 8 123 76 817 1 5738 32 27 16 18 32 817 33 81 3 75 24 1176 10 14 218 5 35 551 16 34 9 4 1699 1566 548 1162 2 817 2 18 7844 107 188 1 2762 7 1 1784 2 18 32 1053 2149 15 1 981 777 3 138 14 7845 6942 10 1 378 11 216 154 3 61 1007 12 18 1175 297 50 1 981 18 26 1240 5 612 580 11 12 18 23 72 4347 16 18 23 67 486 3 47 155 60 1 3146 9 2 284 1 989 8 315 4 178 154 16 548 1 1784 2 1 981 3 73 24 35 125 64 777 3 23 4 2681 482	2
0 9 4 56 291 209 18 1091 195 1368 2 1429 19 1653 2 18 23 4 242 253 7 2327 50 3643 5 1216 18 124 39 34 18 70 23 56 560 2472 50 822 5 0 664 13 105 1853 41 5 4 728 46 110 6 19 78 83 17 209 79 189 369 399 756 822 4 80 2753 16 161 233 87 273 13 165 167 30 3777 19 46 2871 19 18 70 1091 58 1098 2 3147 2 1 114 9 56 458 13 151 70 48 4 80 2150 705 15 63 103 1259 2 93 28 175 9034 13 151 48 246 46 510 118 1 1220 1321 11 236 16 1178 3 165 135 169 11 1 209 9 94 586 17 186 9 11 1464 388 539 267 6 41	5
